Pagina,Tipo_Evasion,Texto_Detectado,Contexto_80chars,Personas_en_Pagina
2312,Objection,objection,"est MR. REflTf-lART: ObjC,1:ion to the form, lack of foundation, and a standing objection as to her knowledge of anything involving El Brillo Way or j Jeffrey Epstein. I",Jeffrey Epstein; David Copperfield
2312,Objection,Objection,"the rcle.tionship between Jeffrey Epstein and David Copperfield MR. REINHART : Objection to fonn, Iack of foundation as to her knowledge of either one of those people.",Jeffrey Epstein; David Copperfield
2312,Objection,Objection,"Epstein attended the Edge Science dinner in Monterey, California MR. REINHART: Objection to the fonn, lack of foundation. Instruct the witness not to ans,ver. THE WITNE",Jeffrey Epstein; David Copperfield
2312,Fifth Amendment,Fifth Amendment,"stion. THE vTfNESS; At the instruction of my lawyer, I must choose to invoke my Fifth Amendment right. BY MS. EZELL: Q. Do JU know Max Brockman MR. REINHART; rm sony, ean you",Jeffrey Epstein; David Copperfield
2312,Fifth Amendment,Fifth Amendment,"d alrady, but-- THE WITNESS: At the instrrn:.tion ofmy lawyer, l must invoke my Fifth Amendment right. BY MS. EZELL; Q . Have you ever been photographed with Max Brock.man at",Jeffrey Epstein; David Copperfield
2312,Fifth Amendment,Fifth Amendment,"at an Edge Science dinner A. At the instruction ofmy lawy-.,, I must invoke my Fifth Amendment right. MR. REINHART: You should let me --l need to OQect to the form of the que",Jeffrey Epstein; David Copperfield
2312,Fifth Amendment,Fifth Amendment,"not to ans,ver. THE WITNESS: At the instn.1ction ofmy lawyer, 1 must invoke my Fifth Amendment right. BY .MS. EZELL: Q. You testified a moment ago that you were phot0graphed",Jeffrey Epstein; David Copperfield
2312,Fifth Amendment,Fifth Amendment,"answer. ., THE WITNESS: i-.t the instruction ofmy lawyer, f. t I must invoke my Fifth Amendment right. I BY MS. EZELL: : Q. To your knowledge, are they involved in any ij sexu",Jeffrey Epstein; David Copperfield
2312,Fifth Amendment,Fifth Amendment,"r not to answer. THE WITNESS: At the instruction of my lawyer, I must invoke my Fifth Amendment right. 11 f BY MS. EZELL: ;1 Q . I believe you aked about Allen Dcrshowitz J ea",Jeffrey Epstein; David Copperfield
2313,Objection,Objection,"omes to Palm Bettch, he stays at the El Hrillo mansion, doesnt he MR. REINHART: Objection to the fonn. There is no foundation for her having any knowledge of anything ha",Jeffrey Epstein; David Copperfield
2313,Objection,objection,z ever been there when young ladies CliITIC to give massages MR. REINHART: Same objection stated to the previous question. Same instruction. THE WITNESS: At the instmcti,Jeffrey Epstein; David Copperfield
2313,Objection,objection,"know that those girls are invited back stage after the show MR . REINHART: Same objection, complete lack a -lI ; _, J it of foundation, and standing objection previously",Jeffrey Epstein; David Copperfield
2313,Objection,objection,"HART: Same objection, complete lack a -lI ; _, J it of foundation, and standing objection previously ij stated. THE WITNESS : At the instruction of my lawyer, i I must i",Jeffrey Epstein; David Copperfield
2313,Objection,objection,"conversations with Jane No. 103 ¾ MR. REINHART: OQje.iion to the form, standing objection, lack of foundation. Instruct the l i Has Allen Dershowitz ever been the benefi",Jeffrey Epstein; David Copperfield
2313,Objection,objection,dge at all of El Brillo Way. BY MS. EZELL: of those massages MR. REINHART: Same objection and same 2 3 Instruction. 3 Q. Same question --sorry. 4 THE WITNESS: At the ins,Jeffrey Epstein; David Copperfield
2313,Objection,objection,as to March of 2006. 7 Q . Do you knov: John Casablanca 7 MR .. RE1NHART: Same objection and same B .A. Never heard that name before. 8 instruction. : 9 Q. Have you eve,Jeffrey Epstein; David Copperfield
2313,Objection,Objection,"he 8 Copperfields shows i 8 investigation would be dealt with f 19 MR REINHART: Objection to form, lack of 19 MR. REINHART: Objection to the form, lack of ._ 2 0 foundat",Jeffrey Epstein; David Copperfield
2313,Objection,Objection,"uld be dealt with f 19 MR REINHART: Objection to form, lack of 19 MR. REINHART: Objection to the form, lack of ._ 2 0 foundation 1s to knowledge of any person by the 2 0",Jeffrey Epstein; David Copperfield
2313,Fifth Amendment,Fifth Amendment,". THE WITNESS: For the third time, I take the advice of my lawyer and invoke my Fifth Amendment right. BY MS. EZELL: Q. V..hen Allen Dershowitz comes to Palm Bettch, he stays",Jeffrey Epstein; David Copperfield
2313,Fifth Amendment,Fifth Amendment,"not to answer. THE WllNESS: At the instruction of my law_yer, I mtist invoke my Fifth Amendment right. BY MS. EZHLL: Q. Vthc:1 Allen Derhowit:r or has Allen Dcrshowitz ever be",Jeffrey Epstein; David Copperfield
2313,Fifth Amendment,Fifth Amendment,"Same instruction. THE WITNESS: At the instmction of my lawyer, r must invoke my Fifth Amendment right. BY MS.EZELL: 1 2 3 4 ._, 6 7B 9 10 E 12 13 14 15 1. 6 17 18 19 20 2 :L 2",Jeffrey Epstein; David Copperfield
2313,Fifth Amendment,Fifth Amendment,"s not to 1mswcr. THE WITNESS: At the instruction of my lawyer, I must invoke my Fifth Amendment right. BY MS. EZELL: Q. And do you know that those girls are invited back stage",Jeffrey Epstein; David Copperfield
2313,Fifth Amendment,Fifth Amendment,"ly ij stated. THE WITNESS : At the instruction of my lawyer, i I must invoke my Fifth Amendment right. BY MS. EZELL: i Q. Do you r1;,mernber on or about, in or about March j o",Jeffrey Epstein; David Copperfield
2313,Fifth Amendment,Fifth Amendment,"awyer, I must choose .5 I must invoke my Fifih Amendment righl. .S to invoke my Fifth Amendment privilege. 6 BY MS .. EZELL: 6 Q. Same question as to March of 2006. 7 Q . Do y",Jeffrey Epstein; David Copperfield
2313,Fifth Amendment,Fifth Amendment,llusionist whose stage name is David Coppe1field l 0 l must choose to invoke my Fifth Amendment ti 1 :l MR. REINHAflT: Thats also been asked at lst 11 privilege. ti 12 three t,Jeffrey Epstein; David Copperfield
2313,Fifth Amendment,Fifth Amendment,"4 in which one of1he young women told Jane No . 103 that i 1 5 I mnst invoke my Fifth Amendment right l 5 those girls who, those girls who would help Jeffrey in i 16 BY MS. EZ",Jeffrey Epstein; David Copperfield
2313,Fifth Amendment,Fifth Amendment,"nstruction ofmy lawyer, 2 3 the name of Jeffrey Epstein. f 2 4 I must invoke my Fifth Amendment right. 2 4 THE VfTNESS: At the instructilm of my lawyer, 2 5 2 5 I must invoke",Jeffrey Epstein; David Copperfield
2313,Fifth Amendment,Fifth Amendment,"ght. 2 4 THE VfTNESS: At the instructilm of my lawyer, 2 5 2 5 I must invoke my Fifth Amendment right. ,:,,,:-, ;,;, : :1: .i...-,.-:,,;,::.-:,:-:-,-ir:r1,:;:i,,:1.rn1fi,,t,;.",Jeffrey Epstein; David Copperfield
2315,Decline to answer,refuse to answer,"l fon:cd her lo have sex with other models, 12 actresses, and cckbritks l. A. I refuse to answer, 14 MR. JIKE: Form. 1::, Q. It also indicates that Jeffrey l:pstcin 16 transpor",Jeffrey Epstein; Prince Andrew; Alan Dershowitz
2315,Decline to answer,refuse to answer,"sii1, and other countric. Arc you aware of 1 E that 19 t1R. PTKF.: Farm. 20 A I refuse to answer. 21 Q. Is Jeffrey Epstein involved in the 22 iuteruatioual cbild sex trade 2 3",Jeffrey Epstein; Prince Andrew; Alan Dershowitz
2315,Decline to answer,refuse to answer,"refuse to unswer. MR. P KE: -,rm. Q. Have you ever spoken with Jane Uoe 102 A l refuse to answer. Q. On one of Epsteins birthdays a friend of Jeffrey Epstein sent to him 12 thr",Jeffrey Epstein; Prince Andrew; Alan Dershowitz
2315,Decline to answer,refuse to answer,ffrey Epi;tein underage minor females for his birthday so that be can Ahue A. I refuse to answer. MR . PIKE: Fomi. Q. b oe.e of those friends Jean Luc Rn.mel A . I reftlse to a,Jeffrey Epstein; Prince Andrew; Alan Dershowitz
2315,Decline to answer,refuse to answer,"Prince Andrew lwcn imolH-d with underngE minor female to your knuw k:dge A . l refuse to answer. Q. Have 1ou ever met Alan Dershowitd A . I refuse to answer. Q, When Alan Ders",Jeffrey Epstein; Prince Andrew; Alan Dershowitz
2315,Decline to answer,refuse to answer,"r knuw k:dge A . l refuse to answer. Q. Have 1ou ever met Alan Dershowitd A . I refuse to answer. Q, When Alan Dershowitz smys at Jeffrey Epsteins house isnt it tme that he has",Jeffrey Epstein; Prince Andrew; Alan Dershowitz
2315,Decline to answer,refuse to answer,hen underage ntinor females have been in the bdroorn with .Jeffrey Epstein A. T refuse to answer. Q. Has nre you familinr with the media publkation or 0111ine resource RadarOnl,Jeffrey Epstein; Prince Andrew; Alan Dershowitz
2316,Decline to answer,refuse to answer,"ents, 10 frequently to have sex ,,..itb uuderage minors; is that 11 true 12 A I refuse to answer. 13 Q. Dv you remember a tlight on December 3rd, 2004 14 that you took witb Jef",Jeffrey Epstein; Bill Clinton
2316,Decline to answer,refuse to answer,"m: to answer. 2 5 80 MR. PIKE: Funn. Q. And you flew to bill Island, right A. l refuse to answer . MR. PIKE: Fonu. Q. You flew to New Mexico A I refae to imswer. l1R. PIKE : Fo",Jeffrey Epstein; Bill Clinton
2316,Decline to answer,refuse to answer,"i11, and Samii Kellen. WJ1at did you do 011 those flights MR. PIKE: Form. A . I refuse to answer. Q. hos Adam Perrylang A. I refac to unswer. Q. Is that somebody that you were",Jeffrey Epstein; Bill Clinton
2316,Decline to answer,refuse to answer,d Jeffrey Epstein ever make you hitve sex with any females MR PIKE: Form. A . I refuse to answer. Q. Did he ever make you hae :l with my ofhio ------------------- --19 i 1 2 3,Jeffrey Epstein; Bill Clinton
2316,Decline to answer,refuse to answer,"t that you took j December 7th with Nadia Marcinkov.a and .feffrey Epstein A. I refuse to answer. Q. What airport is thi.i;. TlST A. I refuse to am,wer. Q. Do you know Dong Ran",Jeffrey Epstein; Bill Clinton
2316,Decline to answer,refuse to answer,"at airport is thi.i;. TlST A. I refuse to am,wer. Q. Do you know Dong Rand A. I refuse to answer. Q, Isnt th.at Rill Clintons assistant A. I refuse to answer. Q. Vou11e been on",Jeffrey Epstein; Bill Clinton
2316,Decline to answer,refuse to answer,"now Dong Rand A. I refuse to answer. Q, Isnt th.at Rill Clintons assistant A. I refuse to answer. Q. Vou11e been on the airplane with him before A. I refuse to answer. Q. H al-",Jeffrey Epstein; Bill Clinton
2316,Decline to answer,refuse to answer,tant A. I refuse to answer. Q. Vou11e been on the airplane with him before A. I refuse to answer. Q. H al-e you been on the airplane with Bill Clinton before A. I refuse to ans,Jeffrey Epstein; Bill Clinton
2316,Decline to answer,refuse to answer,"een on the airplane with Bill Clinton before A. I refuse to answ. Q, Whoi- A. I refuse to answer. Q. Thats omebody youve flown with on .Jeffrey Epstein plane on numerou occasio",Jeffrey Epstein; Bill Clinton
2316,Decline to answer,refuse to answer,"th on .Jeffrey Epstein plane on numerou occasions, correct MR. PIKE: Form. A. l refuse to answer. Q. In fact, during the year 2005 you flew on Jeffrey Epsteins plane would you",Jeffrey Epstein; Bill Clinton
2316,Decline to answer,refuse to answer,"11 12 13 14 15 16 ..., .l, 18 19 20 21 22 23 24 25 friend. MR. PIKE: orm. A. I refuse to answer. Q. Who is Sandy Berger A. I refuse to lllswcr. 81 Q. Thats somebody else that",Jeffrey Epstein; Bill Clinton
2316,Decline to answer,refuse to answer,"I refosi: to answer. Q. Is he omi:bod thats involved willl underage minors A. T refuse to answer. Q. Do you know Igor Ziiu,vw A. I refue to answer. Q. Andrea Metrovich A. l ref",Jeffrey Epstein; Bill Clinton
2316,Decline to answer,refuse to answer,"wer. Q. Do you know Igor Ziiu,vw A. I refue to answer. Q. Andrea Metrovich A. l refuse to answer. Q. Have you flown on the airplane with Alu Oershowitz before 21 Pages 78 to Bl",Jeffrey Epstein; Bill Clinton
2317,Decline to answer,refuse to answer,"7 8 9 10 11 12 13 14 15 16 11 18 19 20 21 22 2S 24 25 82 MR .PIKE: Fonn, 1 A. I refuse to answer. 2 Q. And .Jean C.uc Brunel is somebod y who you have 3 been on fue afrhlne wit",Jeffrey Epstein; Prince Andrew
2317,Decline to answer,refuse to answer,"omebod y who you have 3 been on fue afrhlne with .everal times, correct 4 A . I refuse to answer. 5 MR. PITE. Forni. 6 Q. And when Je1rn Lue Brunel 151 on this airplane 7 then:",Jeffrey Epstein; Prince Andrew
2317,Decline to answer,refuse to answer,"there any wrt oheparation or is it all one big room 13 1R. PIKE : FQrm . 14 . I refuse to answer. 15 Q . So If Jeffrey Epstein and ,lean Luc Brunet are 1 6 engJtged in ¾lC acts",Jeffrey Epstein; Prince Andrew
2317,Decline to answer,refuse to answer,"but 2 3 sometimesitwouldjust say three fe1nalts. Do you 24 know why 25 H3 A. I refuse to answer. v1R. PIKE: Form. 2 Q. Whos Claire fla:d 3 A. l refuse to answer, q Q. Do you k",Jeffrey Epstein; Prince Andrew
2317,Decline to answer,refuse to answer,"why 25 H3 A. I refuse to answer. v1R. PIKE: Form. 2 Q. Whos Claire fla:d 3 A. l refuse to answer, q Q. Do you know Jo.Jo and Lynn FontaoeUa 5 A. I reibsc to answer. 6 Q. Theyre",Jeffrey Epstein; Prince Andrew
2317,Decline to answer,refuse to answer,"11 underage se: with minors in New York, eorre.:i 12. MR. PIKE: Form . 13 A. 1 refuse to answer. 14 Q. Tiley also maintain a pretty tlOC rrll1tionship 15 with the police 16 A,",Jeffrey Epstein; Prince Andrew
2317,Decline to answer,refuse to answer,"eighborhood they wouldnt ; 5 84 give you a ticket, correct MR. PIKE: Fonn. A. I refuse to answer. Q , Was it ever your job to call the polire department and ask rf any police r",Jeffrey Epstein; Prince Andrew
2317,Decline to answer,refuse to answer,"awwer. Q, Was thclC a tlight ,vltere you flew alone with Jean Luc Brunel A . I refuse to answer. Q. Have you ever flown on the plane with Prince Andrew MR. PIKE: Fonn . A, I r",Jeffrey Epstein; Prince Andrew
2317,Decline to answer,refuse to answer,"r. Q. Have you ever flown on the plane with Prince Andrew MR. PIKE: Fonn . A, I refuse to answer. Q. Do you know Ziola Braukis A. I refuse to answer. Q. Thats another model tha",Jeffrey Epstein; Prince Andrew
2317,Decline to answer,refuse to answer,"ndrew MR. PIKE: Fonn . A, I refuse to answer. Q. Do you know Ziola Braukis A. I refuse to answer. Q. Thats another model that Jeffrey Epskin knows, correct A. I refuse to answe",Jeffrey Epstein; Prince Andrew
2317,Decline to answer,refuse to answer,"efuse to answer. Q. Thats another model that Jeffrey Epskin knows, correct A. I refuse to answer. MR. PlKE : Fonn. 85 Q. Somebody that he had en_gaged in sex with whe11 she HS",Jeffrey Epstein; Prince Andrew
2317,Decline to answer,refuse to answer,". 85 Q. Somebody that he had en_gaged in sex with whe11 she HS underage ,o,.. I refuse to answer. Q. She actually got a modeling contract out of it MR . PIKE: Fonn. A. I refuse",Jeffrey Epstein; Prince Andrew
2317,Decline to answer,refuse to answer,"ean Luc Brunel and Jeffrey Epstl:in lly together so often 1V1R PIKE: form. A. 1 refuse to answer. Q. And why does Ghislaine MaXlvdl abu Hy so often witti Jeffrey Epstein a11,d",Jeffrey Epstein; Prince Andrew
2317,Decline to answer,refuse to answer,"slaine MaXlvdl abu Hy so often witti Jeffrey Epstein a11,d Jean Luc Brunel A. I refuse to answer. MR. PIKE: Fonn. Q. fsnt it true tltat all the ut them nre obsessed and ;iddict",Jeffrey Epstein; Prince Andrew
2322,Objection,objection,", and identify what information, if any is being withheld on the basis of which objection; x answer the requests for admissions in compliance with Rule 36a4; x for each",
2322,Objection,objection,"; x answer the requests for admissions in compliance with Rule 36a4; x for each objection to a request to produce, identify what documents are being withheld on the basi",
